text,label
"₹4.5 crore research funding. Doc ID: IQAC/2022/54
(UGC compliant)",2
Sec 4: ₹3.8 crore research funding. NAAC Guideline 1.4.2,2
"243 Scopus papers (h-index 17). Doc ID: IQAC/2023/67
• Annexure: 8.4",2
Sec 1: ₹1.1 crore research funding. NAAC Guideline 2.3.1,2
"4 int'l conferences organized.
➢ Ref: Annual Report 2023-24",2
"24 funded research projects. NAAC Guideline 1.4.2
(AICTE compliant)",2
Sec 1: 4 int'l conferences organized. NAAC Guideline 2.3.1,2
"12 funded research projects. IQAC verified on 17-05-2024
• Annexure: 1.5",2
"90 Scopus papers (h-index 15). Doc ID: IQAC/2024/25
• Annexure: 5.5",2
Sec 3: ₹1.1 crore research funding. Doc ID: AR/2024/69,2
"229 Scopus papers (h-index 8). NAAC Guideline 1.4.2
• Annexure: 6.4",2
Sec 3: ₹1.3 crore research funding. NAAC Guideline 1.4.2,2
"8 patents filed in 2021. Doc ID: IQAC/2022/49
• Annexure: 5.4",2
"13 patents filed in 2020.
➢ Ref: Annual Report 2022-23",2
"115 Scopus papers (h-index 8).
➢ Doc ID: BOS/2023/37",2
"₹1.5 crore research funding. Doc ID: AR/2024/17
• Annexure: 7.1",2
"5 int'l conferences organized.
➢ IQAC verified on 30-10-2023",2
"15 patents filed in 2024. Doc ID: BOS/2024/60
• Annexure: 6.5",2
"₹2.6 crore research funding. Doc ID: AR/2024/94
• Annexure: 4.3",2
"₹1.9 crore research funding.
➢ NAAC Guideline 3.2.5",2
"5 int'l conferences organized. NAAC Guideline 1.4.2
(NEP compliant)",2
"8 funded research projects.
➢ Doc ID: AR/2023/44",2
"11 funded research projects. Doc ID: BOS/2024/84
• Annexure: 8.2",2
"24 funded research projects.
➢ Doc ID: AR/2022/44",2
"₹3.8 crore research funding. Ref: Annual Report 2024-25
• Annexure: 5.1",2
Sec 3: 2 int'l conferences organized. NAAC Guideline 3.2.5,2
"₹3.0 crore research funding.
➢ Ref: Annual Report 2022-23",2
"5 patents filed in 2024.
➢ NAAC Guideline 3.2.5",2
"7 patents filed in 2023. NAAC Guideline 1.4.2
• Annexure: 8.1",2
"77 Scopus papers (h-index 20). NAAC Guideline 2.3.1
(AICTE compliant)",2
"9 patents filed in 2023.
➢ NAAC Guideline 3.2.5",2
"₹1.8 crore research funding. NAAC Guideline 3.2.5
(AICTE compliant)",2
"5 int'l conferences organized.
➢ Ref: Annual Report 2022-23",2
"221 Scopus papers (h-index 15). IQAC verified on 04-09-2024
(UGC compliant)",2
Sec 2: 170 Scopus papers (h-index 21). IQAC verified on 26-07-2024,2
"22 smart classrooms (₹13 crore). Ref: Annual Report 2024-25
• Annexure: 3.1",3
"Sec 2: IT: 114 systems, 500 Mbps WiFi. IQAC verified on 12-06-2024",3
Sec 1: 9 labs with ₹3 crore equipment. IQAC verified on 27-10-2024,3
"Library: 49146 vols + 16784 e-journals. Doc ID: AR/2022/15
• Annexure: 5.5",3
"Hostel: 680 seats, 9 amenities. Ref: Annual Report 2023-24
(NEP compliant)",3
"27 smart classrooms (₹12 crore). IQAC verified on 08-04-2024
(AICTE compliant)",3
"Hostel: 665 seats, 10 amenities. Doc ID: AR/2024/12
(UGC compliant)",3
"39 smart classrooms (₹9 crore). IQAC verified on 30-04-2023
• Annexure: 7.1",3
"Library: 41354 vols + 19479 e-journals. Ref: Annual Report 2022-23
(UGC compliant)",3
"Sec 4: IT: 269 systems, 500 Mbps WiFi. Doc ID: IQAC/2022/16",3
"Hostel: 517 seats, 6 amenities. Ref: Annual Report 2022-23
• Annexure: 2.4",3
"IT: 237 systems, 100 Mbps WiFi. Ref: Annual Report 2024-25
• Annexure: 2.1",3
"Library: 67959 vols + 7733 e-journals.
➢ Ref: Annual Report 2023-24",3
"14 labs with ₹4 crore equipment. Doc ID: IQAC/2022/36
(AICTE compliant)",3
"9 labs with ₹9 crore equipment.
➢ Doc ID: AR/2022/37",3
"Sec 1: Hostel: 316 seats, 13 amenities. Ref: Annual Report 2024-25",3
"Library: 32963 vols + 18245 e-journals. Ref: Annual Report 2022-23
• Annexure: 4.1",3
"Hostel: 215 seats, 11 amenities. IQAC verified on 11-04-2024
(NEP compliant)",3
"Sec 4: Hostel: 799 seats, 6 amenities. Ref: Annual Report 2024-25",3
"Library: 68324 vols + 10756 e-journals. NAAC Guideline 2.3.1
(UGC compliant)",3
Sec 3: 32 smart classrooms (₹8 crore). IQAC verified on 01-02-2023,3
"Library: 61340 vols + 16875 e-journals. NAAC Guideline 2.3.1
(NEP compliant)",3
"Sec 4: Hostel: 507 seats, 13 amenities. IQAC verified on 22-07-2022",3
"54 smart classrooms (₹13 crore).
➢ IQAC verified on 17-03-2025",3
"16 labs with ₹9 crore equipment. IQAC verified on 30-05-2024
• Annexure: 8.1",3
"Library: 72325 vols + 15341 e-journals. IQAC verified on 24-07-2024
(UGC compliant)",3
"38 smart classrooms (₹14 crore).
➢ IQAC verified on 20-05-2024",3
"Library: 28913 vols + 16929 e-journals.
➢ Ref: Annual Report 2022-23",3
"8 labs with ₹5 crore equipment. Ref: Annual Report 2022-23
(AICTE compliant)",3
"5 labs with ₹10 crore equipment. Ref: Annual Report 2024-25
(UGC compliant)",3
"31 smart classrooms (₹6 crore).
➢ Ref: Annual Report 2023-24",3
"Hostel: 285 seats, 12 amenities. Doc ID: IQAC/2022/54
• Annexure: 3.2",3
"IT: 497 systems, 500 Mbps WiFi.
➢ NAAC Guideline 3.2.5",3
"Hostel: 328 seats, 11 amenities. Doc ID: AR/2024/11
(NEP compliant)",3
Sec 1: 31 smart classrooms (₹5 crore). NAAC Guideline 2.3.1,3
"Hostel: 414 seats, 5 amenities. IQAC verified on 11-07-2023
• Annexure: 7.5",3
"IT: 320 systems, 200 Mbps WiFi. Doc ID: BOS/2024/92
(UGC compliant)",3
"Library: 71614 vols + 6071 e-journals. IQAC verified on 26-09-2024
• Annexure: 3.2",3
Sec 4: Library: 73880 vols + 11669 e-journals. Ref: Annual Report 2023-24,3
"Sec 1: Hostel: 449 seats, 14 amenities. NAAC Guideline 3.2.5",3
"Hostel: 258 seats, 6 amenities. Doc ID: IQAC/2023/78
• Annexure: 1.5",3
"Library: 48714 vols + 17325 e-journals. IQAC verified on 03-05-2024
• Annexure: 3.5",3
"Library: 15594 vols + 5665 e-journals.
➢ NAAC Guideline 3.2.5",3
"Library: 69869 vols + 14642 e-journals. NAAC Guideline 3.2.5
(AICTE compliant)",3
"IT: 266 systems, 100 Mbps WiFi.
➢ Doc ID: AR/2023/62",3
"IT: 208 systems, 500 Mbps WiFi. IQAC verified on 05-04-2024
(NEP compliant)",3
Sec 4: Library: 10736 vols + 18791 e-journals. NAAC Guideline 3.2.5,3
"Sec 4: Hostel: 698 seats, 6 amenities. Doc ID: BOS/2024/51",3
"Hostel: 469 seats, 11 amenities.
➢ Doc ID: AR/2024/19",3
"Library: 75644 vols + 13256 e-journals.
➢ NAAC Guideline 2.3.1",3
"21 student development events. IQAC verified on 20-07-2023
(UGC compliant)",4
Sec 1: 81% placements (₹32LPA max). IQAC verified on 24-02-2024,4
"Grievance redressal: 60 cases resolved.
➢ Ref: Annual Report 2023-24",4
"84% placements (₹17LPA max).
➢ Doc ID: BOS/2023/87",4
Sec 4: 52 student development events. IQAC verified on 25-11-2024,4
"Scholarships: ₹2.3 crore to 62.
➢ Doc ID: IQAC/2022/93",4
"90 student development events. Ref: Annual Report 2024-25
• Annexure: 7.2",4
"Scholarships: ₹0.9 crore to 63. IQAC verified on 06-05-2023
• Annexure: 7.1",4
Sec 3: Scholarships: ₹1.2 crore to 123. IQAC verified on 31-05-2024,4
Sec 2: Grievance redressal: 61 cases resolved. NAAC Guideline 2.3.1,4
"Scholarships: ₹2.1 crore to 223. IQAC verified on 22-12-2024
• Annexure: 1.1",4
Sec 1: 84% placements (₹13LPA max). NAAC Guideline 3.2.5,4
"Scholarships: ₹2.3 crore to 280. Ref: Annual Report 2023-24
(NEP compliant)",4
"71% placements (₹31LPA max).
➢ Doc ID: IQAC/2023/41",4
Sec 4: Scholarships: ₹1.8 crore to 233. Ref: Annual Report 2022-23,4
"Grievance redressal: 66 cases resolved. NAAC Guideline 2.3.1
• Annexure: 4.1",4
"Scholarships: ₹2.1 crore to 279.
➢ NAAC Guideline 1.4.2",4
"Scholarships: ₹0.4 crore to 282. IQAC verified on 01-05-2024
• Annexure: 8.1",4
"Grievance redressal: 62 cases resolved. Doc ID: IQAC/2022/39
(AICTE compliant)",4
"11 student startups funded. IQAC verified on 14-12-2024
(AICTE compliant)",4
"Scholarships: ₹1.0 crore to 214.
➢ Doc ID: AR/2023/99",4
Sec 1: 76% placements (₹22LPA max). Doc ID: AR/2023/83,4
Sec 4: Scholarships: ₹1.2 crore to 265. Doc ID: IQAC/2023/77,4
"33 student development events. Ref: Annual Report 2023-24
(NEP compliant)",4
"92 student development events.
➢ Doc ID: AR/2023/93",4
"24 student development events.
➢ NAAC Guideline 2.3.1",4
"Scholarships: ₹1.1 crore to 299. IQAC verified on 04-06-2024
(AICTE compliant)",4
"46 student development events. Ref: Annual Report 2023-24
• Annexure: 7.2",4
Sec 1: Scholarships: ₹2.4 crore to 186. Ref: Annual Report 2024-25,4
"Scholarships: ₹1.4 crore to 129. NAAC Guideline 3.2.5
• Annexure: 7.3",4
"Scholarships: ₹0.8 crore to 67. IQAC verified on 19-08-2024
• Annexure: 4.1",4
"26 student development events. NAAC Guideline 1.4.2
(UGC compliant)",4
Sec 2: Scholarships: ₹2.4 crore to 216. Doc ID: AR/2022/94,4
"66% placements (₹18LPA max). Doc ID: AR/2022/21
• Annexure: 4.5",4
"94 student development events.
➢ Doc ID: BOS/2024/28",4
"52 student development events. NAAC Guideline 2.3.1
(UGC compliant)",4
Sec 3: 91 student development events. IQAC verified on 05-08-2024,4
"Scholarships: ₹0.9 crore to 271.
➢ IQAC verified on 25-01-2025",4
"89% placements (₹22LPA max). NAAC Guideline 2.3.1
• Annexure: 1.2",4
"7 student startups funded. Ref: Annual Report 2022-23
• Annexure: 3.4",4
"Grievance redressal: 32 cases resolved. NAAC Guideline 3.2.5
• Annexure: 2.1",4
Sec 4: 23 student startups funded. NAAC Guideline 2.3.1,4
Sec 1: 9 student startups funded. IQAC verified on 27-05-2024,4
"70 student development events.
➢ NAAC Guideline 3.2.5",4
Sec 3: 77% placements (₹33LPA max). NAAC Guideline 1.4.2,4
Sec 4: Scholarships: ₹0.2 crore to 76. NAAC Guideline 2.3.1,4
Sec 2: Grievance redressal: 80 cases resolved. Ref: Annual Report 2023-24,4
"Scholarships: ₹2.4 crore to 58. NAAC Guideline 2.3.1
(NEP compliant)",4
"86% placements (₹19LPA max).
➢ NAAC Guideline 3.2.5",4
Sec 3: Scholarships: ₹0.9 crore to 58. IQAC verified on 03-10-2022,4
"4 audits, 3 certifications. NAAC Guideline 1.4.2
• Annexure: 6.4",5
"Stakeholder satisfaction: 79%.
➢ Doc ID: IQAC/2024/62",5
"E-governance: 3 systems implemented. Ref: Annual Report 2022-23
(NEP compliant)",5
"Budget: ₹31 crore, 92% utilization. Ref: Annual Report 2023-24
(UGC compliant)",5
"Sec 2: 3 audits, 6 certifications. IQAC verified on 07-08-2024",5
"Sec 2: 4 audits, 4 certifications. NAAC Guideline 1.4.2",5
"E-governance: 5 systems implemented. Doc ID: BOS/2022/18
(UGC compliant)",5
"IQAC: 5 meetings, 20 actions. Ref: Annual Report 2024-25
• Annexure: 1.4",5
"Sec 4: Budget: ₹20 crore, 93% utilization. NAAC Guideline 2.3.1",5
Sec 3: E-governance: 5 systems implemented. Doc ID: AR/2023/76,5
"Sec 4: Budget: ₹39 crore, 87% utilization. IQAC verified on 04-07-2024",5
"Stakeholder satisfaction: 88%.
➢ Ref: Annual Report 2022-23",5
"7 audits, 4 certifications. Ref: Annual Report 2024-25
(UGC compliant)",5
"Stakeholder satisfaction: 85%. Doc ID: AR/2024/94
(AICTE compliant)",5
"E-governance: 10 systems implemented. NAAC Guideline 1.4.2
• Annexure: 6.2",5
"Stakeholder satisfaction: 79%. NAAC Guideline 3.2.5
• Annexure: 3.2",5
"IQAC: 9 meetings, 16 actions. IQAC verified on 03-02-2025
(NEP compliant)",5
"Stakeholder satisfaction: 94%.
➢ IQAC verified on 23-03-2024",5
"Stakeholder satisfaction: 75%. Ref: Annual Report 2024-25
• Annexure: 4.1",5
"Stakeholder satisfaction: 86%.
➢ IQAC verified on 05-12-2024",5
"IQAC: 9 meetings, 27 actions. Ref: Annual Report 2023-24
• Annexure: 7.5",5
"Sec 3: 6 audits, 4 certifications. IQAC verified on 12-12-2024",5
Sec 2: Stakeholder satisfaction: 85%. IQAC verified on 10-07-2024,5
"Budget: ₹23 crore, 86% utilization. IQAC verified on 29-04-2023
(UGC compliant)",5
"Stakeholder satisfaction: 82%.
➢ Doc ID: AR/2023/37",5
"Sec 3: IQAC: 11 meetings, 25 actions. Ref: Annual Report 2024-25",5
"E-governance: 8 systems implemented. Doc ID: IQAC/2024/67
• Annexure: 6.3",5
"E-governance: 6 systems implemented. Ref: Annual Report 2024-25
(NEP compliant)",5
"E-governance: 6 systems implemented. Doc ID: IQAC/2024/19
(UGC compliant)",5
"Sec 1: 8 audits, 6 certifications. Doc ID: BOS/2023/28",5
"IQAC: 11 meetings, 30 actions.
➢ Doc ID: BOS/2022/32",5
"Stakeholder satisfaction: 87%. IQAC verified on 04-09-2024
• Annexure: 2.4",5
"4 audits, 5 certifications. Doc ID: BOS/2023/84
(AICTE compliant)",5
"IQAC: 10 meetings, 28 actions. NAAC Guideline 1.4.2
(UGC compliant)",5
"IQAC: 7 meetings, 20 actions. NAAC Guideline 2.3.1
• Annexure: 7.1",5
Sec 1: E-governance: 5 systems implemented. IQAC verified on 04-11-2023,5
"Sec 1: Budget: ₹19 crore, 98% utilization. Ref: Annual Report 2022-23",5
Sec 3: Stakeholder satisfaction: 84%. Ref: Annual Report 2023-24,5
"Sec 2: IQAC: 5 meetings, 18 actions. IQAC verified on 17-11-2024",5
"2 audits, 4 certifications. Ref: Annual Report 2022-23
• Annexure: 4.1",5
"Budget: ₹47 crore, 85% utilization.
➢ Doc ID: AR/2023/76",5
"E-governance: 5 systems implemented.
➢ Doc ID: AR/2023/42",5
"Stakeholder satisfaction: 86%.
➢ Ref: Annual Report 2022-23",5
"Sec 3: 8 audits, 7 certifications. IQAC verified on 17-05-2024",5
"Budget: ₹14 crore, 91% utilization.
➢ NAAC Guideline 2.3.1",5
"7 audits, 4 certifications. NAAC Guideline 2.3.1
(NEP compliant)",5
"5 audits, 6 certifications. Doc ID: BOS/2023/36
(UGC compliant)",5
"E-governance: 4 systems implemented.
➢ Doc ID: AR/2024/93",5
"Stakeholder satisfaction: 94%. Ref: Annual Report 2022-23
• Annexure: 2.5",5
"7 audits, 3 certifications.
➢ Ref: Annual Report 2022-23",5
"Green campus: 85KW solar, 74% recycling. Ref: Annual Report 2022-23
(AICTE compliant)",6
"16 value-added courses offered. Doc ID: AR/2023/47
• Annexure: 5.3",6
"SDG initiatives: 10/17 goals addressed.
➢ NAAC Guideline 3.2.5",6
"Community: 1711 people served. IQAC verified on 10-05-2024
• Annexure: 2.2",6
"Green campus: 70KW solar, 57% recycling. IQAC verified on 04-10-2024
• Annexure: 7.5",6
"SDG initiatives: 8/17 goals addressed. IQAC verified on 07-08-2024
(UGC compliant)",6
"Green campus: 72KW solar, 90% recycling. NAAC Guideline 2.3.1
• Annexure: 8.5",6
"Green campus: 62KW solar, 54% recycling.
➢ Doc ID: IQAC/2023/83",6
"Green campus: 36KW solar, 90% recycling.
➢ NAAC Guideline 1.4.2",6
"SDG initiatives: 11/17 goals addressed.
➢ IQAC verified on 08-03-2023",6
"Sec 2: Green campus: 57KW solar, 44% recycling. Ref: Annual Report 2023-24",6
"Green campus: 58KW solar, 54% recycling. NAAC Guideline 1.4.2
(AICTE compliant)",6
"Community: 2212 people served. NAAC Guideline 2.3.1
• Annexure: 3.5",6
"Green campus: 40KW solar, 47% recycling.
➢ Ref: Annual Report 2023-24",6
"Green campus: 89KW solar, 51% recycling. Ref: Annual Report 2024-25
• Annexure: 3.4",6
Sec 1: 24 value-added courses offered. NAAC Guideline 3.2.5,6
"Community: 3442 people served. NAAC Guideline 3.2.5
• Annexure: 7.1",6
"16 industry collaborations. IQAC verified on 08-07-2023
• Annexure: 2.1",6
"SDG initiatives: 10/17 goals addressed. NAAC Guideline 3.2.5
• Annexure: 7.1",6
"11 industry collaborations. IQAC verified on 07-02-2024
(AICTE compliant)",6
"11 industry collaborations.
➢ NAAC Guideline 3.2.5",6
"SDG initiatives: 6/17 goals addressed. Doc ID: BOS/2022/57
(NEP compliant)",6
"Green campus: 56KW solar, 77% recycling. Doc ID: AR/2023/77
(UGC compliant)",6
"7 industry collaborations.
➢ Doc ID: IQAC/2022/31",6
"16 value-added courses offered.
➢ IQAC verified on 15-01-2024",6
Sec 4: 22 value-added courses offered. NAAC Guideline 1.4.2,6
"SDG initiatives: 12/17 goals addressed. IQAC verified on 25-02-2025
• Annexure: 5.3",6
Sec 2: SDG initiatives: 6/17 goals addressed. Ref: Annual Report 2023-24,6
"10 value-added courses offered. Doc ID: IQAC/2022/34
• Annexure: 7.1",6
"SDG initiatives: 10/17 goals addressed. NAAC Guideline 1.4.2
(AICTE compliant)",6
"SDG initiatives: 9/17 goals addressed. Ref: Annual Report 2024-25
(NEP compliant)",6
"Green campus: 47KW solar, 86% recycling. Doc ID: AR/2023/42
(UGC compliant)",6
