Timestamp,Teaching_Learning_Process,Curriculum_Relevance,Infrastructure_Facilities,Library_Resources,Laboratory_Facilities,IT_Infrastructure,Student_Support_Services,Administrative_Efficiency,Extracurricular_Activities,Research_Promotion,Gender_Sensitivity,Environmental_Consciousness
2024-06-24T10:31:57.823337,3,4.0,2.21281496948645,3.2335157223435385,2,3.362828300398319,3.8,0.7,3,4,3.5,3.2656935182314712
2025-03-07T14:21:40.886012,2,4.0,4,2.8107313491545183,4,2.1131771663036982,3.8,2.5,4,1.8844887159080954,3.5,3.315918412333063
2024-11-22T02:13:47.056449,3,4.0,3.89580854677145,2.7918705933858003,2,2.7570515256024555,3.6,2.3,2,3.461643330726441,4.0,3.0447772937276705
2024-05-02T23:13:03.027410,4,3.0,4,3.4233945465483058,3,2.4081072008562514,3.7,2.9,4,2.8789763237661132,4.0,3.299045779883546
2024-08-28T00:17:25.000776,4,3.5,4,3.0643306726032558,2,3.0026411704118354,3.1,2.7,3,3.001606275340459,3.5,3.1758988659033403
2025-02-21T13:04:16.765771,3,3.0,3.380563240216866,3.345249806605409,4,2.7702027481642104,3.7,1.7,4,3.2579096407709933,3.5,3.901862556995649
2024-10-12T17:06:36.681511,1,3.0,2.437676706752932,3.380753685101521,4,4,3.4,2.3,2,3.334867534892009,3.5,3.2124313222862635
2025-02-12T10:04:25.976617,4,3.5,2.724638043258061,3.592072711634448,3,2.518116966873741,3.6,2.9,2,2.7495012707885,3.5,3.667298888096164
2024-05-10T20:19:46.183782,3,3.5,1.4563515307865114,3.0165922167453196,4,4,2.5,1.1,2,2.0823993587118665,4.0,3.3482639790546873
2024-12-23T04:30:50.036095,4,4.0,3.6255511239326066,3.638713400240935,3,3.722563160691517,3.2,1.1,4,2.8994772858956317,3.5,3.6811301168088937
2025-03-26T06:01:16.126172,3,3.5,2.442882902737761,2.7310692970553885,3,2.280591424591608,2.6,1.0,4,1.572785340850971,3.5,3.0081690058966575
2024-11-18T07:38:43.167269,3,3.5,2.976763722903453,3.3794062780093803,2,2.460270241214182,3.3,3.1,3,4,3.5,3.664490758493429
2024-12-20T13:24:45.885233,5,3.0,3.7476191938983363,2.575255800866933,2,2.563241873458084,2.4,3.5,2,4,3.5,3.5130755821388364
2025-03-30T22:12:46.836032,4,3.0,4,3.555208933597992,3,3.0218731429842602,3.3,1.1,4,2.0411591580326984,3.5,3.728911153814157
2024-05-02T16:03:47.375772,4,3.5,1.3845706503341808,3.3457650153946057,4,2.102394549142586,3.4,2.0,4,2.817176544002912,4.0,3.089429872867186
2024-06-26T03:09:47.262674,4,3.5,2.8304727448857543,3.4024227102809403,4,4,2.5,1.3,4,3.31662934869583,3.5,3.013511713768658
2024-04-15T22:05:11.160981,3,3.0,3.3972309233052065,2.9412953717798063,3,2.0615769156827795,3.1,1.1,3,3.7900422872683004,3.5,3.438678000033164
2025-03-26T03:37:31.711326,3,3.0,2.6010064224489544,2.6069752799263624,3,2.414572177739253,3.4,1.5,3,2.1750795600414783,3.5,3.047207249748027
2024-11-26T15:18:43.568610,2,3.5,3.7138217944664715,3.61339595608922,2,2.384007703712599,3.3,0.3,4,3.9508301882778825,3.5,3.3657841538348006
2025-01-05T18:30:51.429746,4,4.0,2.4961373496902852,3.3601138984606864,2,4,3.9,1.4,3,1.7256578950415216,3.5,3.7145603909421343
2024-04-27T06:14:58.245637,4,4.0,4,2.7786940413878805,3,3.248488684070022,2.5,3.4,3,2.168044952716337,3.5,3.7480020213828107
2024-09-09T03:04:02.776886,3,3.5,3.012406911815473,2.722755875098564,4,2.051913855731687,3.8,0.6,3,4,3.5,3.3018400211161087
2025-02-09T22:42:21.508288,3,3.0,3.7927944816511374,3.388959964737767,2,3.1112602860946064,2.9,1.1,2,2.16362440245825,3.5,3.6015592237265874
2024-06-20T13:07:30.782552,3,3.5,1.5175610546081089,3.992442179269381,2,3.3943912792729884,2.5,1.5,3,3.2643067355117594,4.0,3.955451572520714
2025-03-12T15:57:17.843545,3,3.5,2.2569014119320894,2.888501277199174,4,2.8074790155063445,3.3,2.8,3,4,3.5,3.609929813149416
2025-02-25T18:24:43.028100,4,4.0,3.498512525270324,3.423758879281706,2,2.876873245282483,3.7,2.2,2,2.658514089393424,3.5,3.990457325833763
2024-11-02T08:58:23.522082,3,3.0,4,3.305517603256889,2,3.8467958191661547,2.3,1.2,4,3.0076863403594154,4.0,3.815333412409763
2024-08-03T05:54:12.074455,4,4.0,3.788994317234838,3.8029449158998494,4,2.340668299856518,2.8,2.3,3,4,4.0,3.755227388512927
2024-06-02T06:16:51.872796,3,3.0,3.619282224053185,2.5627196413191102,4,2.7021666911221995,3.5,1.4,3,3.503343419278621,3.5,3.1454090239567254
2025-01-19T21:15:37.193383,3,4.0,1.7833600838181085,3.8980896660654833,4,2.7749791167644013,3.1,2.6,2,2.977529327971221,4.0,3.654414214304504
2024-12-24T18:52:09.007047,3,3.5,3.5607125634112764,3.448447706390205,2,2.32826918305463,3.8,1.7,2,4,3.5,3.0412481647606473
2024-09-07T10:37:14.595904,3,3.0,4,3.298225690129466,2,2.8457978346545114,3.5,2.1,4,3.5509199805703275,3.5,3.173345281365691
2025-03-19T23:07:40.306724,4,3.5,2.1877472073268907,3.4289423453093018,2,2.855268659811931,3.8,0.7,2,2.705730576493712,3.5,3.2014379203566903
2024-10-16T23:14:13.790299,3,4.0,2.179130793109287,3.3424578437991985,3,3.2075655950859794,3.3,0.8,4,3.49966615385678,3.5,3.2526039880192528
2024-05-08T21:31:28.962636,4,3.0,1.1483307799062183,3.6610211874679677,2,2.2358657505679127,3.1,0.9,4,2.8704402930230883,3.5,3.334289322628571
2024-10-31T07:46:29.754353,5,3.5,3.1545979829301656,2.9553276995429694,3,3.7406198704128832,2.5,0.4,2,2.962262007111631,4.0,3.096443175933031
2024-11-25T19:53:31.317437,2,3.0,3.7804942091698317,3.8403965676779332,3,2.0702131529733863,3.2,3.1,2,4,3.5,3.178813745833207
2024-07-21T00:27:05.637273,4,3.0,2.488225147628076,2.8863073353608635,4,2.3499387184733402,3.4,0.3,4,2.6369070653993516,4.0,3.5121673687928623
2024-04-30T04:58:49.068253,2,4.0,4,3.510781121780484,3,2.3528045744949933,2.9,0.6,2,3.860356358392484,3.5,3.5825263505069964
2024-08-06T04:20:28.594504,2,3.5,2.225628984815075,2.821140836819586,2,2.7497106665152065,3.5,1.8,4,4,3.5,3.245793722914402
2024-12-31T20:13:06.295366,3,3.5,2.1002455087381793,3.562695304711437,3,3.9430035335745557,3.0,0.6,3,3.986057138170332,3.5,3.6169205322979816
2024-11-30T19:30:43.243553,2,3.5,1.8216067072327966,2.9726719065358598,2,3.7412156956160145,3.1,0.2,3,3.059256676487389,3.5,3.5635617988742068
2024-04-21T13:54:48.589174,3,3.0,4,3.216328587722959,3,2.715206087530081,3.1,3.2,4,2.161497950165443,3.5,3.626703420669669
2025-02-17T13:04:07.189868,4,4.0,2.1171275168039543,3.6658137714524925,2,2.242049390855238,2.8,2.5,4,3.2500985403894913,3.5,3.98239222906453
2024-08-20T03:48:57.869736,2,3.0,3.6331536275302843,2.9028322984972674,3,3.8894872770002995,3.9,2.2,3,2.6416863033089224,3.5,3.797525447682543
2024-05-26T02:03:08.771544,2,4.0,2.118104568029046,3.902520312801939,4,2.592944970095288,3.2,2.3,2,3.5465933865754966,3.5,3.948440558490141
2024-05-16T01:43:15.349756,3,3.5,3.4158727789717758,3.955877563490073,3,3.2701235418008583,3.9,2.1,2,3.889445658717657,3.5,3.9444959360728507
2024-05-23T02:26:26.222186,3,4.0,4,2.7353092711644957,3,2.1436861227956427,3.5,2.9,4,4,4.0,3.879373763037283
2025-03-17T10:29:56.258438,4,4.0,4,3.227287761781054,3,2.8385763403156368,3.5,3.6,4,1.8961314616891118,3.5,3.1964609030994446
2024-11-10T20:17:33.684064,2,3.5,4,3.0650738236314474,3,2.197477422188006,2.7,2.2,4,2.264063783464925,3.5,3.8724273113385737
2025-03-23T15:51:01.402404,3,3.5,3.4470538619144513,2.5909211321115997,2,2.614031963911961,3.5,2.1,3,1.884408052339684,3.5,3.205994304328347
2024-11-10T22:57:05.886528,3,3.5,4,3.036808669699548,3,3.0266494451098938,2.8,0.5,3,2.430725059359548,3.5,3.3577327826017562
2024-12-03T14:27:46.269036,3,3.5,3.274653788387001,3.0264306511643917,4,2.536525373795808,3.4,3.0,2,4,3.5,3.3426364021597568
2024-09-05T16:26:22.771414,3,4.0,4,3.553347409675724,4,3.13147837120525,3.2,3.9,3,4,3.5,3.544142938704128
2024-05-13T21:03:35.731925,3,3.0,2.769475005479199,2.5843519813837887,4,4,3.9,1.5,4,4,3.5,3.7308757278558637
2025-01-03T03:33:08.376244,3,3.0,4,2.582453905131127,3,2.7394489853147537,3.2,3.2,3,2.2620415262003633,4.0,3.49175447316002
2024-04-21T05:22:06.949558,3,3.0,4,2.5012901763467013,4,2.128016925631305,3.2,2.4,2,4,3.5,3.2950353251160474
2024-12-08T06:23:07.769779,3,3.0,4,3.143035747518333,3,3.8134005120416794,3.4,1.8,3,1.579859757671505,3.5,3.5374710536234057
2024-06-20T18:45:33.650832,5,3.5,4,2.7184159929047125,4,4,3.8,0.6,3,2.2716177937683537,4.0,3.6113091151172103
2025-01-24T03:12:34.912847,3,3.0,3.5013482522336723,3.6971802077684837,2,2.2890616146498486,3.8,1.8,3,3.770518357297556,3.5,3.5893858512811696
2025-03-19T15:56:23.544729,3,4.0,3.796058987650968,3.4564174009014157,4,3.302299162421712,3.5,2.7,2,2.7641318141278224,3.5,3.3591224119180514
2025-02-10T00:19:20.845469,5,3.5,2.9701985012140923,3.610298129778554,3,3.397412815860276,3.0,0.3,4,2.9612377894039597,3.5,3.6012035187725626
2024-07-12T21:37:57.958164,4,3.0,2.610134049472316,3.069917325665952,3,2.775619063819908,2.4,2.6,3,2.3110621380600733,3.5,3.647707935385011
2024-04-29T23:19:54.912309,2,3.0,2.4088252113210173,3.020523648218934,2,3.240412567944885,2.4,1.0,4,3.5794271774506248,3.5,3.3409651846176533
2025-03-08T16:39:15.560331,3,3.5,2.326937714012269,2.6318532160070265,4,4,2.8,2.6,4,3.3548211226250677,3.5,3.920674802478992
2024-04-21T19:23:17.778485,3,3.0,3.6890282790261417,3.3284224877665993,3,4,3.8,2.1,2,4,3.5,3.5502424201242
2024-06-16T17:04:55.038029,4,3.5,4,2.5740044097385337,3,2.1433268710520177,2.3,1.8,2,3.82753046543849,4.0,3.8002583780603993
2024-07-29T16:25:58.546164,4,4.0,3.867612623526988,3.5291886327275224,4,2.3469778448363883,2.5,0.6,4,2.076808828508301,3.5,3.6089024742880844
2025-03-06T00:36:43.696373,3,3.5,1.8498027518990703,3.8397464299553574,4,2.8181827724897803,3.5,0.2,2,2.5391576250611845,3.5,3.041214050652255
2024-10-07T22:29:34.605491,2,3.5,3.0745906144173216,3.3214037092197213,4,2.6882435096448027,3.4,1.5,4,3.392640502113941,3.5,3.306686289364741
2024-11-14T14:14:28.709866,2,3.0,1.3993473479369238,3.1419620379416866,4,2.6745193931486972,3.8,3.2,3,4,3.5,3.4173765252488124
2024-07-12T03:41:02.171557,2,3.0,2.3581040789204497,3.6325805010950782,4,2.0883793559475805,3.4,3.3,4,3.071394987833831,3.5,3.059365935812062
2024-08-30T23:14:22.919204,4,3.5,4,2.9825255101231325,2,4,3.2,0.9,4,2.4141556174726904,3.5,3.445569368993251
2024-04-26T16:26:40.944827,3,4.0,4,2.8761656554986734,2,3.434060262818912,3.9,1.7,3,3.275922096869715,4.0,3.491990638722205
2025-02-25T10:43:54.949879,3,3.0,4,3.819921008208088,2,2.520784254012452,3.0,2.3,4,1.2077215365375933,3.5,3.9958008104424807
2024-09-07T10:20:59.599904,3,3.5,3.0804569348096793,3.982468829025515,2,3.482614058482903,3.4,1.4,3,2.7074687399264796,3.5,3.426001193699955
2024-08-06T08:36:14.122672,3,3.5,2.5585949074143244,2.808337855475111,4,2.6809090329011718,2.6,2.0,3,3.5338147406923284,4.0,3.0731815563692093
2024-05-15T03:44:57.062594,3,3.5,4,2.900604211469322,4,2.632378027648329,2.5,2.8,3,1.8635933307750852,3.5,3.796968877519386
2025-01-13T09:47:32.040805,3,4.0,1.6061646479627558,3.074966404705928,2,4,3.4,2.9,3,1.9528526410552112,3.5,3.4935205545434087
2024-11-12T22:35:25.059043,4,3.5,3.5248275962772775,3.888685231009383,2,2.1042578555443616,3.0,1.3,3,1.9347281030994905,4.0,3.938733644988779
2025-01-05T20:53:06.588999,3,3.5,2.4989999690122406,3.7324159931524057,3,2.6063475679408663,3.2,3.4,2,3.9727541646638085,3.5,3.7107922656509498
2024-04-07T21:42:19.046585,4,3.5,4,3.7588118371316837,3,2.09038943325283,3.4,3.1,2,3.4651454527795673,3.5,3.0030748484583847
2024-10-31T18:04:15.364962,3,3.5,3.485608320581286,3.3245332168138066,4,2.4249919482153106,3.5,1.6,3,1.596912667110289,3.5,3.192363252904087
2024-11-06T19:45:44.398971,4,3.0,4,3.9990145787480045,4,2.3515276701754324,3.7,3.0,4,2.2533340400734607,3.5,3.526366808699937
2024-09-09T15:04:26.081337,4,3.5,2.3473842259581748,3.2164628342153048,4,3.1522573491703336,2.8,3.4,4,2.484431924169435,4.0,3.4753242333311496
2024-11-11T05:58:01.276464,3,4.0,2.8515124583703657,3.623238318222418,4,2.175838841875211,3.0,1.7,3,2.6399090791998576,4.0,3.1610354483546343
2025-03-15T21:04:54.312758,3,4.0,4,2.518084139185845,2,2.3963168626530815,3.7,1.6,2,2.406097464153554,4.0,3.0397357017834437
2024-06-04T17:40:23.872214,4,4.0,4,3.6247214383876556,2,2.9554115950194326,3.1,3.0,2,3.4350167718029523,3.5,3.9437970614312285
2024-07-09T19:20:31.377994,3,3.5,3.5851242153319176,3.012552848514267,3,2.5981612967367025,3.2,2.4,3,4,3.5,3.441419702547065
2024-08-20T11:39:45.200736,4,4.0,3.72865058650826,3.3251878827634185,3,2.9134222862693715,3.0,3.1,4,1.8697191999844274,3.5,3.7185075158080245
2024-06-07T15:13:18.367592,2,4.0,3.1940033858307184,2.849610894173391,4,4,3.1,1.8,2,2.152469799169382,4.0,3.4735278194628254
2025-02-09T05:10:49.397401,4,3.5,4,2.528728577414766,3,4,3.5,1.3,4,2.9324857243335725,3.5,3.3618398917435677
2024-12-12T18:17:38.259725,3,3.5,3.8235542751350597,3.055669687122588,4,2.7312907135189985,3.5,2.1,2,4,3.5,3.4066064471735036
2024-04-10T05:55:56.910255,2,3.5,2.418016640962164,2.9584195000087505,2,2.0584061443580235,3.6,2.6,2,2.846351969213461,4.0,3.7709350483283606
2024-11-18T10:43:23.683660,3,4.0,2.5114173400818918,3.108154202136619,4,2.2207255549362173,3.4,2.3,4,1.1399298458106977,4.0,3.7882910106937064
2024-07-05T21:32:08.123464,4,3.5,2.944064431501289,2.829035609942428,3,2.165471690371639,3.5,0.5,2,2.2856367947912126,3.5,3.873972146754178
2024-08-17T13:01:09.038616,4,3.5,2.541602772589825,2.625850485697865,4,2.421322277852747,2.6,2.9,3,4,3.5,3.4427797682625236
2025-01-05T14:39:09.544913,3,4.0,3.0488111899640127,2.96311168658848,2,4,3.4,1.8,2,0.8200996943671499,3.5,3.9664453547452956
2024-10-11T16:18:37.594587,3,3.0,4,3.3297295303950705,4,3.8043609456974963,3.9,1.0,3,2.474076720406753,3.5,3.3962698782274168
2025-02-12T02:44:09.419662,3,3.0,3.6044258429623355,3.5835282745419454,2,2.5994714227552684,3.5,1.2,4,3.7930564198841714,3.5,3.626724935970991
2024-12-01T14:11:46.613601,5,3.5,2.368015154797927,2.673872907574904,2,4,2.5,1.1,3,2.344256166257721,3.5,3.7321386241442154
2024-07-21T17:55:49.478633,3,3.5,3.8494637530280835,2.7438991384522833,2,2.090473640784687,3.3,1.1,4,1.111567332992525,3.5,3.395684497631315
2024-04-11T08:20:58.763329,4,3.0,3.6498114138931066,2.5893118538439373,3,2.9305730992114682,3.1,1.6,4,3.218690326588293,3.5,3.1370775199795116
2024-12-19T12:17:36.043063,3,3.5,4,3.692589420386391,4,2.0225070163470127,2.5,2.1,2,2.989177173955255,3.5,3.6080580527644157
2024-12-11T03:58:12.884626,4,4.0,4,2.7659633714725733,3,2.131323620066699,3.4,1.3,3,3.604440451235172,4.0,3.9108390729095284
2024-10-19T03:13:53.601609,3,3.5,3.902069357881549,3.3076984066097035,2,2.3893152402511095,3.3,2.7,4,1.7149186991321943,3.5,3.2803246267106454
2024-08-23T14:50:14.281209,3,3.0,4,3.0029372390238427,2,2.167264212796828,2.7,2.3,3,2.2845443406246013,3.5,3.0530977823934986
2024-05-10T19:19:13.738802,3,3.5,3.560581162893488,2.543529181191402,2,3.039781239810565,3.4,1.7,4,3.3613827593710477,3.5,3.324530135488932
2024-08-03T08:33:20.056947,3,3.5,2.945762029419585,3.4248581534449527,4,2.3599975203276538,2.9,1.8,3,2.56910309540506,3.5,3.4250655829047907
2025-01-03T09:25:16.183003,4,4.0,2.6679824155809513,2.8920373974953817,4,2.9229474194006397,3.2,2.6,2,2.8113176413192167,4.0,3.0383600746078447
2024-11-19T01:41:29.154548,4,3.0,4,2.854774975219786,4,3.131536213455847,2.8,2.4,4,3.5085305007156498,4.0,3.184462701209166
2024-10-19T03:54:22.888354,3,4.0,3.201608093087539,3.253479308866376,3,2.514116488776412,3.1,0.6,4,2.57408708909349,4.0,3.0521110449602293
2024-05-17T04:29:48.371392,2,3.5,4,3.431703968115915,4,3.391428234566921,3.8,2.3,2,1.564340210961417,3.5,3.765907655816242
2024-08-06T09:06:11.993351,4,3.0,4,3.5797591770219825,2,3.569915064698473,3.3,3.9,3,3.592702836970307,3.5,3.90587748193055
2025-02-02T19:01:16.599692,3,3.0,4,3.812350997282319,2,2.940678673545266,3.8,1.9,2,2.592070732055891,3.5,3.383829851408518
2024-10-16T06:07:31.609268,2,4.0,4,3.4472651302940593,3,2.3148142123163122,3.9,0.2,3,3.9196107674774323,3.5,3.985905176877275
2025-02-09T01:07:55.796906,3,3.0,2.5871563649313725,3.3488994738719673,2,2.2145284462064363,3.9,0.7,3,2.623952183566988,4.0,3.287932752510365
2024-10-30T03:11:15.888708,3,3.5,3.9424891316813806,2.9953276261734016,4,2.0499559995085472,3.5,1.0,3,2.2044036082267566,3.5,3.8139107872433367
2025-01-30T19:32:56.423702,5,3.5,2.8783395309926725,2.713640556745909,2,2.9789867785268025,2.9,1.0,3,2.5826050513622936,4.0,3.122941334460539
2024-08-03T18:56:25.054188,4,3.0,4,3.7736295724532636,4,2.165634447820464,3.0,1.1,4,2.6789285962118257,4.0,3.784539633209272
2024-05-22T11:38:13.752763,2,3.5,2.559255481437348,3.6331009422868004,4,2.4110671232747274,2.6,1.6,3,3.1507026160632132,3.5,3.6116245379856258
2024-12-03T22:53:29.937104,3,4.0,2.926115663431359,2.7055585200470142,3,4,3.3,0.7,2,3.3225749280918895,4.0,3.2145528502515117
2024-09-19T19:56:13.770040,3,3.0,1.577884928074151,3.222241145867475,3,2.862714751704483,3.2,1.0,3,3.274923550666492,4.0,3.5794310851500493
2024-08-30T12:44:10.739081,1,4.0,4,3.8557683804644416,3,2.1235106309668152,2.4,2.5,4,2.787301555781233,3.5,3.897553876379492
2024-05-02T14:25:01.702268,4,4.0,4,2.835116969825209,2,2.4744199135395286,3.5,2.7,4,3.236308134836386,4.0,3.018556080267532
2025-01-04T19:59:22.696996,4,3.0,2.4255991191204163,3.792149576514789,4,2.1545932974385913,3.7,2.8,3,1.1674213368816462,3.5,3.3314374645480562
2024-10-04T14:20:32.792388,2,3.0,4,3.0005509276374203,3,2.1054417439380897,3.3,3.9,3,2.337902215183147,3.5,3.626676574359926
2024-05-19T22:13:39.532105,3,3.5,3.2034651407372325,3.7894120897985077,3,2.3898488540580805,3.1,0.4,2,3.8748046504504985,3.5,3.4580649059653
2025-01-20T09:05:53.159040,3,4.0,4,3.8632471598406717,2,2.5702552807426136,3.4,2.5,3,3.0889425322195954,4.0,3.70544937289602
2025-02-26T00:40:10.915097,4,3.0,1.9054302587732752,3.7266739907947395,2,2.6186965776322912,3.7,1.1,2,1.999743225777904,3.5,3.959695139578651
2024-11-10T08:47:44.515816,3,3.5,4,2.5914578414057194,2,2.5630493768851377,3.6,2.6,4,1.8207727740539228,3.5,3.796926011815289
2024-12-13T13:13:09.643853,2,4.0,3.2326354814879528,3.5296101780348605,4,2.3904493237203166,3.7,1.5,4,2.499285828169892,3.5,3.9061809162955656
2024-08-24T20:44:13.284298,2,3.5,4,2.741610826615714,4,3.0963552259017684,3.1,2.2,2,2.079105488679007,3.5,3.254085483771803
2025-02-19T04:20:27.290659,3,4.0,2.718197892636784,2.870266918477916,3,2.743749990177962,3.5,0.8,4,1.736828728464654,3.5,3.1976985411121657
2025-04-01T03:26:54.967224,4,4.0,2.17761452466664,3.3469547655873546,2,2.174321594414683,3.8,3.7,4,0.490574025061596,3.5,3.119310161817742
2024-09-05T20:21:36.183944,2,4.0,3.8107763215608883,3.890727910883955,4,2.273887280642642,2.9,0.5,3,3.9867581872653433,3.5,3.0258332367113328
2024-09-19T08:51:04.988068,5,4.0,4,2.9475342155920528,4,3.715351299648842,3.3,2.5,4,1.8363563244573626,3.5,3.1687031080380734
2024-05-31T03:13:16.063397,2,4.0,2.9497720428918286,3.4934345554873825,3,2.381503081573266,3.1,0.6,4,3.9374962332487278,4.0,3.0344561047174134
2024-08-31T15:24:38.151694,4,3.5,4,3.3732113665475083,4,2.63920354933902,3.5,1.2,4,3.7923524866560276,3.5,3.8214131009539027
2024-12-17T14:25:33.249222,5,4.0,2.985176544110325,2.852872505562665,4,2.499212097596807,2.9,1.9,3,4,4.0,3.7052376872378914
2024-05-04T15:22:49.504730,3,3.5,4,3.8138380178562583,2,3.9719916045540464,3.0,2.2,3,1.5563126377280416,3.5,3.6772616116852817
2024-05-27T12:06:41.407952,4,3.0,2.3133067278941954,2.8676908786667092,2,2.0019860962408242,2.9,0.2,2,2.303204252810272,3.5,3.7305843678000277
2025-02-18T10:23:11.191414,4,3.0,3.657191860530359,2.542814824053444,3,2.0979127029928453,3.4,2.2,2,2.217462132047739,3.5,3.8123693721752665
